,psnr,mse,ssim,render_time
0,28.354921710742328,0.0014605210776786094,0.9999510596243212,13.13588833808899
1,27.399950815103157,0.0018197214672775026,0.9999415109718238,17.578861951828003
2,26.401188094841423,0.002290241028232494,0.999928845234,27.70089030265808
3,26.668405886193973,0.002153572076102453,0.9999312907234654,20.027954578399658
4,25.25231668559664,0.0029837905313242507,0.9999091806151632,25.798134088516235
5,26.507829576224434,0.002234688748603951,0.9999357039748312,12.927369356155396
6,26.742505150920486,0.0021171395484468705,0.99993719066755,2.8803486824035645
7,25.63242851079956,0.0027337396318710154,0.9999166368449854,2.6971912384033203
8,26.002077984397904,0.0025106848476774924,0.999923822682604,2.8794450759887695
9,27.483669897786974,0.0017849785854998535,0.9999518797887026,2.925696849822998
10,25.94116490756639,0.002546147208223301,0.9999191160009615,2.8400521278381348
11,26.921020015692704,0.0020318797327976367,0.9999316861273846,2.7788166999816895
12,25.14616377826908,0.003057620786538499,0.9998634713379496,3.0876989364624023
13,25.98835328183479,0.002518631738516599,0.9999163773219635,2.802273988723755
14,26.914807112937513,0.00203478856671406,0.9999432448044229,2.8504414558410645
15,25.488567331932348,0.0028258120113832234,0.9999166425936568,2.8506526947021484
16,26.74517774758496,0.0021158370867129205,0.9999389632848664,2.783989429473877
17,25.056788617066825,0.0031211966944186455,0.9999101654633125,2.77801513671875
18,26.219962070745886,0.0023878321370340992,0.9999265039770227,2.7591800689697266
19,26.044490302887592,0.002486285342768328,0.9999251577312709,2.834152936935425
20,27.097490038565347,0.0019509718186048435,0.9999381522426418,2.9743924140930176
21,27.10420777228787,0.0019479563582243565,0.9999383065997656,2.7491402626037598
22,25.11435197091698,0.0030800999018906184,0.9999160411487106,2.8604862689971924
23,27.606730550664228,0.0017351097289591865,0.9999548336688969,2.8400752544403076
24,26.281156857141816,0.0023544220383600726,0.9999177323554416,2.880957841873169
25,24.788667450707553,0.0033199630862379066,0.9999045902116483,3.0154242515563965
26,26.99595420006268,0.001997121927216065,0.9999298215463015,2.800569772720337
27,25.646825450074434,0.00272469224081316,0.9999086060993556,2.889274835586548
28,27.084048716274445,0.001957019388812074,0.9999386084261279,2.8792226314544678
29,25.868280723978117,0.002589237734372638,0.9998995571650492,2.9305307865142822
30,26.137652426510346,0.0024335190893651527,0.9999326444000237,2.79557466506958
31,26.78024271825955,0.002098822581465457,0.9999396700669577,2.8337600231170654
32,26.26956905217304,0.002360712473650911,0.999927142603647,2.913381576538086
33,26.794070537977976,0.002092150614027623,0.9999332938869986,2.8080103397369385
34,27.038159860881137,0.0019778074748380615,0.9999408693829367,2.888688087463379
35,27.82454894228065,0.001650232385354435,0.9999565038975083,2.9348490238189697
36,27.167309150717553,0.0019198578988053167,0.9999398977822265,2.8401858806610107
37,26.549971916310472,0.002213109020647629,0.999936789669696,2.732296943664551
38,27.173705052304108,0.0019170325843567277,0.9999390365032494,3.0501935482025146
39,26.36354430353761,0.0023101786698562655,0.9999216429808763,2.8232836723327637
40,27.699462800355196,0.0016984537293451406,0.9999528676835862,2.9286837577819824
41,28.20863954641128,0.0015105532699553556,0.999945021292071,2.797607898712158
42,27.79349658506961,0.0016620739451096427,0.999938024583512,2.853447675704956
43,26.633700141002905,0.002170850849806268,0.9999344070078482,2.8458304405212402
44,26.921845543779824,0.0020314935399153005,0.9999439437007133,2.8248817920684814
45,27.384106270129884,0.0018263725576185478,0.999950178668854,2.890080213546753
46,27.58582447496904,0.0017434823392140843,0.9999382324959672,3.880235195159912
47,26.546250471994036,0.0022150062337166643,0.9999345129792976,2.848259449005127
48,26.00089977048734,0.002511366073258851,0.9999139776095379,2.9489965438842773
49,26.129994247583014,0.002437814047356049,0.9999266022124161,2.8000667095184326
50,26.147230723182197,0.0024281579153531997,0.999921129478852,2.9138569831848145
51,27.269001726386087,0.001875425545706658,0.9999391822538766,2.948714017868042
52,26.096491559914572,0.0024566927490351008,0.9999188104305907,2.9677157402038574
53,26.219675665628944,0.0023879896131065977,0.9999294633954774,2.8741490840911865
54,27.64735167302682,0.0017189562868565919,0.9999544648228256,2.9412314891815186
55,26.60434408915844,0.0021855743799563147,0.9999219716680321,2.9186036586761475
56,25.53916595373128,0.00279308019031173,0.9999074182880147,2.7720444202423096
57,26.47120117774883,0.002253615817733667,0.9999278041316539,2.8816282749176025
58,26.685764666454055,0.002144981413633483,0.9999405753026133,2.9496309757232666
59,24.91916792064209,0.0032216859857753135,0.9999102730047804,2.905219078063965
60,27.140584139645284,0.0019317084787178443,0.9999369301788649,2.9585299491882324
61,26.729317126226775,0.002123578341893608,0.9999316539825132,2.9134366512298584
62,26.64470323296151,0.0021653578399440923,0.999936083423615,2.858614921569824
63,26.568566378332847,0.002203653777020832,0.9999291263606149,3.0389528274536133
64,27.96634701819745,0.0015972220539947196,0.9999454599642257,2.8907456398010254
65,26.570620360335692,0.002202611812359896,0.9999239606660743,2.855708599090576
66,25.76255480748913,0.0026530444065771468,0.9999037713101163,2.8761470317840576
67,27.28656671894226,0.0018678557260582893,0.9999398207645446,3.051093578338623
68,26.411668556365655,0.0022847208465778014,0.9999352981087296,3.104339361190796
69,26.05480987771208,0.002480384519790465,0.9999272913100096,2.8937511444091797
70,27.10732260142032,0.0019465597538201942,0.9999303749215739,2.902730941772461
71,27.13500929022053,0.001934189721088404,0.9999367178911684,2.9051778316497803
72,25.4941164429249,0.002822203692250802,0.9999237669517467,2.9208555221557617
73,26.743066088268108,0.0021168661150966473,0.999938992537356,2.9294159412384033
74,25.577542194715456,0.002768507985482471,0.9999177802561725,2.9374783039093018
75,27.941761333955363,0.0016062896706315107,0.9999453290970975,2.8928627967834473
76,27.630585297923144,0.0017256053167879993,0.9999336215359226,2.9463295936584473
77,26.19486675506062,0.0024016699518654497,0.9999345914702399,2.8499391078948975
78,27.406575405039494,0.001816947837952948,0.9999419326168226,2.9673237800598145
79,26.750507085101624,0.002113242281868417,0.9999344084442481,2.8957462310791016
80,26.050637460212634,0.002482768656181085,0.9999272404170668,2.9336347579956055
81,27.47510491563107,0.0017885023224532618,0.9999443854188345,2.9596033096313477
82,25.888300238371926,0.0025773296867216793,0.999913030999729,2.8189492225646973
83,27.21666295251176,0.001898163878960953,0.9999489429690689,2.936208486557007
84,27.320418235796332,0.001853353132556508,0.9999386653361311,2.8851370811462402
85,26.21633528884967,0.0023898270422807524,0.9999278080211838,2.966418981552124
86,26.48204382501062,0.002247996431532678,0.9999258342410711,2.830068826675415
87,26.756446388997567,0.002110354239260409,0.9999412913754205,2.9280450344085693
88,25.922486434854033,0.002557121457442849,0.9999189832854429,2.8189728260040283
89,27.138818348171906,0.0019324940488856643,0.9999291265967513,2.902651309967041
90,26.708248076683027,0.0021339055469116234,0.9999364148269143,2.9152591228485107
91,25.7451112914479,0.0026637218358816508,0.9999086911817646,2.8636369705200195
92,26.599312499662226,0.002188107980160599,0.9999229017494512,2.889227867126465
93,27.007859997917517,0.0019916544923329954,0.9999451365112327,3.071399688720703
94,27.831823499468893,0.0016474705125111185,0.9999572429296765,2.949744462966919
95,25.24515696932869,0.0029887136223657597,0.9999030926382291,2.95212721824646
96,27.839829344404595,0.0016444363399118385,0.9999544895737507,3.09488844871521
97,27.229372229554862,0.0018926171757148412,0.9999516359969666,2.973968505859375
98,27.46924997830216,0.001790915116361244,0.9999265670580547,2.945882558822632
99,26.25532810725612,0.002368466188617547,0.9999306086784766,2.870253801345825
